"CaseID","CASEID_NEW","qflag","weight1","weight1_freqwt","weight2","weight1a","weight1a_freqwt","weight_combo","weight_combo_freqwt","duration","speed_flag","consent","xlgb","S1","S2","S3","DOV_Branch","Q3_Refused","Q4","Q5","Q6A","Q6B","Q9","Q10","Q11","Q12","Q14","Q15A7","Q16","Q16_Refused","Q17A","Q17B","Q17C","Q17D","Q19","Q20","Q21A_Year","Q21A_Month","Q21B_Year","Q21B_Month","Q21C_Year","Q21C_Month","Q21D_Year","Q21D_Month","w6_identity","w6_outness","w6_outness_timing","Q23","Q24_Refused","Q25","Q26","Q27","Q28","w6_friend_connect_1","w6_friend_connect_2","w6_friend_connect_3","w6_friend_connect_4","w6_friend_connect_Refused","Q32","Q34","Q35_Refused","w6_sex_frequency","w6_otherdate","w6_how_many","w6_how_meet_Refused","w6_otherdate_app","w6_how_many_app","Past_Partner_Q1","w6_relationship_end_nonmar","w6_breakup_nonmar","w6_relationship_end_mar","w6_who_breakup","Q5_2","Q6A_2","Q9B_2","Q10_2","Q11_2","Q12_2","Q14_2","Q15A7_2_1","Q16_2","Q16_2_Codes","Q17B_2","Q17C_2","Q17D_2","Q20_2","Q21A_2_Year","Q21A_2_Month","Q21B_2_Year","Q21B_2_Month","Q21C_2_Year","Q21C_2_Month","Q21D_2_Year","Q21D_2_Month","Q21E_2_Year","Q21E_2_Month","Q21F_2_start_range","Q21F_2_Year","Q21F_2_Month","w6_identity_2","w6_outness_2","w6_outness_timing_2","Q23_2","Q25_2","Q26_2","Q27_2","Q28_2","w6_friend_connect_2_1","w6_friend_connect_2_2","w6_friend_connect_2_3","w6_friend_connect_2_4","w6_friend_connect_2_Refused","Q32_2","w6_otherdate_2","w6_how_many_2","w6_otherdate_app_2","w6_how_many_app_2","partyid7","PERSNET_hom","ppc10017","ppc21310","ppp20071","ppp20072","ppage","ppagecat","ppagect4","ppeduc","ppeducat","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","PPREG4","ppreg9","pprent","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","race1","race2","race3","race4","race5","race6","race7","race8","race9","race10","race11","race12","race13","race14","race15","w6_took_the_survey","w6_prior_identity_lgb","w6_same_sex_couple","w6_same_sex_couple_gender","w6_q4","w6_q5","w6_q6a","w6_q6b","w6_q9","w6_q10","w6_q11","w6_q12","w6_q14","w6_q15a1_truncated","w6_q15a4_truncated","w6_q15a7","w6_q16","w6_q17","w6_attraction","w6_q19","w6_q20","w6_q21a_year","w6_q21a_month","w6_q21a_month_flag","w6_q21b_year","w6_q21b_month","w6_q21b_month_flag","w6_q21c_year","w6_q21c_month","w6_q21c_month_flag","w6_q21d_year","w6_q21d_month","w6_q21e_year","w6_q21e_month","w6_q21f_year","w6_q21f_month","w6_identity_all","w6_outness_all","w6_outness_timing_all","w6_q23","w6_q24_length","w6_q25","w6_q26","w6_q27","w6_q28","w6_friend_connect_1_all","w6_friend_connect_2_all","w6_friend_connect_3_all","w6_friend_connect_4_all","w6_q32","w6_q34","w6_otherdate_all","w6_how_many_all","w6_otherdate_app_all","w6_how_many_app_all","w6_number_people_met","w6_otherdate_dichotomous","w6_married","relate_duration_at_w6_years","w6_number_people_met_app","weight_combo_v2","partnership_status","female","year_fraction_met","year_fraction_relstart","age_when_met","time_from_met_to_rel","year_fraction_first_cohab","time_from_rel_to_cohab","hcm2017q24_R_cowork","hcm2017q24_R_friend","hcm2017q24_R_family","hcm2017q24_R_sig_other","hcm2017q24_R_neighbor","hcm2017q24_P_cowork","hcm2017q24_P_friend","hcm2017q24_P_family","hcm2017q24_P_sig_other","hcm2017q24_P_neighbor","hcm2017q24_btwn_I_cowork","hcm2017q24_btwn_I_friend","hcm2017q24_btwn_I_family","hcm2017q24_btwn_I_sig_other","hcm2017q24_btwn_I_neighbor","hcm2017q24_school","hcm2017q24_college","hcm2017q24_mil","hcm2017q24_church","hcm2017q24_vol_org","hcm2017q24_customer","hcm2017q24_bar_restaurant","hcm2017q24_party","hcm2017q24_internet_other","hcm2017q24_internet_dating","hcm2017q24_internet_soc_network","hcm2017q24_internet_game","hcm2017q24_internet_chat","hcm2017q24_internet_org","hcm2017q24_public","hcm2017q24_blind_date","hcm2017q24_vacation","hcm2017q24_single_serve_nonint","hcm2017q24_business_trip","hcm2017q24_work_neighbors","hcm2017q24_met_online","hcm2017_q24_length","hcm2017q24_summary_all_codes","w6_relationship_quality","hcm2017q24_met_through_family","hcm2017q24_met_through_friend","hcm2017q24_met_through_as_nghbrs","hcm2017q24_met_as_through_cowork","w6_subject_race","interracial_5cat","partner_mother_yrsed","subject_mother_yrsed","partner_yrsed","subject_yrsed"
14,2089701,1,0.8716,68279,NA,0.8666,67887,0.979914009571075,68016,7,0,1,2,1,NA,NA,1,NA,2,NA,5,1,43,12,9,5,12,1,3,NA,1,NA,NA,1,1,NA,74,7,74,7,74,11,74,12,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,1,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,-2,6,33,2,2,12,4,1,1,1,4,1,21,1,1,3,7,1,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,5,1,43,12,9,5,12,1,1,1,3,1,1,1,NA,2008,7,0,2008,7,0,2008,11,NA,2008,12,NA,NA,NA,NA,1,NA,NA,3,75,2,2,2,2,0,0,0,1,1,3,1,NA,NA,NA,0,0,1,9,NA,0.959512770175934,1,0,2008.54162597656,2008.54162597656,24,0,2008.875,0.3333740234375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,3,0,0,0,1,1,0,12,16,16,16
15,1939669,1,1.2145,95141,NA,1.2075,94593,1.36538910865784,94772,8,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,NA,NA,NA,1,1995,11,10,4,8,1,10,NA,0,NA,1,2,80,6,80,11,NA,NA,NA,NA,82,4,2,NA,NA,1,NA,NA,1,1,2,1,2,1,1,1,0,0,1,1,NA,NA,NA,6,1,1,1,2,6,22,1,1,11,3,1,1,0,4,1,18,5,1,1,2,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,22,11,10,4,8,1,1,1,10,0,1,NA,2,2014,6,0,2014,11,0,NA,NA,NA,NA,NA,2016,4,NA,NA,1,NA,NA,1,0,1,2,1,2,1,1,1,0,1,NA,1,NA,NA,NA,0,0,0,NA,NA,1.33696246147156,3,0,2014.45837402344,2014.875,19,0.4166259765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,13,12,14,14
16,645963,1,0.9694,75940,NA,0.9638,75502,1.08982360363007,75645,3,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1989,12,10,7,13,2,0,NA,0,NA,2,2,83,6,83,6,NA,NA,NA,NA,83,7,2,NA,NA,1,NA,NA,3,2,2,2,2,0,0,0,1,0,3,2,2,2,2,5,1,1,1,-2,6,25,2,1,12,4,1,1,0,3,1,19,5,1,4,9,1,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,28,12,10,7,13,1,1,2,0,0,2,NA,2,2017,6,0,2017,6,0,NA,NA,NA,NA,NA,2017,7,NA,NA,1,NA,NA,3,6,2,2,2,2,0,0,0,1,3,NA,2,2,2,2,3.5,1,0,NA,3.5,1.067134141922,3,0,2017.45837402344,2017.45837402344,25,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,NA,0,0,0,0,1,0,13,17,16,16
17,729415,1,1.2698,99473,NA,1.2625,98901,1.42758083343506,99089,5,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1978,10,-1,5,9,1,2,NA,0,NA,1,2,75,8,75,8,NA,NA,NA,NA,79,10,2,NA,NA,1,NA,NA,3,2,NA,2,2,0,0,0,1,0,1,1,NA,NA,NA,6,1,2,1,1,5,39,3,2,9,2,1,1,1,2,1,14,6,0,3,6,1,0,0,0,0,2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,39,10,-1,5,9,1,1,1,2,0,1,NA,2,2009,8,0,2009,8,0,NA,NA,NA,NA,NA,2013,10,NA,NA,1,NA,NA,3,28,2,NA,2,2,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,1.39785933494568,3,0,2009.625,2009.625,31,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,NA,0,0,0,0,1,0,NA,12,13,12
18,2710813,1,0.9109,71358,NA,0.9057,70950,1.02412664890289,71085,7,0,1,2,1,NA,NA,1,NA,2,NA,1,4,35,13,12,6,12,1,0,NA,1,NA,NA,1,1,NA,73,4,77,5,78,9,78,9,1,NA,NA,1,NA,2,1,2,2,1,1,1,0,0,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,-2,6,37,3,2,14,4,1,1,1,3,1,20,1,1,2,3,2,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,4,35,13,12,6,12,39,1,1,0,1,1,1,NA,2007,4,0,2011,5,0,2012,9,NA,2012,9,NA,NA,NA,NA,1,NA,NA,1,152,2,1,2,2,1,1,1,0,1,2,1,NA,NA,NA,0,0,1,6.16666650772095,NA,1.00280499458313,1,0,2007.29162597656,2011.375,27,4.0833740234375,2012.70837402344,1.3333740234375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,3,4,1,1,0,0,1,1,16,16,17,20
20,2578951,1,NA,NA,0.6217,NA,NA,0.192652881145477,13372,9,0,1,1,1,NA,NA,1,NA,1,2,1,1,42,13,13,7,12,2,0,NA,1,NA,2,NA,1,NA,68,10,70,10,72,5,77,6,4,3,26,3,NA,2,1,2,2,1,1,1,0,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,-2,5,38,3,2,14,4,1,2,1,2,1,15,1,1,3,5,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,42,13,13,7,12,1,1,2,0,1,2,1,NA,2002,10,0,2004,10,0,2006,5,NA,2011,6,NA,NA,NA,NA,4,3,25,3,327,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,12.75,NA,0.271094739437103,1,1,2002.79162597656,2004.79162597656,23,2,2006.375,1.5833740234375,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,3,5,0,1,0,0,1,0,17,16,17,20
21,2154415,1,1.0371,81244,NA,1.0312,80782,1.16603672504425,80935,4,0,1,2,2,1,NA,1,NA,1,2,2,1,37,10,10,4,11,2,8,NA,NA,0,1,NA,1,NA,73,6,73,7,79,6,NA,NA,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,4,34,2,2,11,3,1,2,1,2,2,16,6,1,4,9,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,37,10,10,4,11,1,1,2,8,0,1,1,NA,2007,6,0,2007,7,0,2013,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,70,2,2,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,0,10,NA,1.14176046848297,2,1,2007.45837402344,2007.54162597656,24,0.083251953125,2013.45837402344,5.916748046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,5,0,0,0,0,1,0,13,14,13,14
22,2690979,1,0.9338,73152,NA,0.9284,72729,1.04979479312897,72866,10,0,1,2,1,NA,NA,1,NA,2,1,1,1,40,9,9,7,9,2,0,NA,1,NA,3,NA,1,NA,68,9,68,9,70,9,73,6,5,NA,NA,3,NA,2,NA,2,2,0,0,0,1,0,5,1,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,-2,6,46,4,3,9,2,1,2,0,3,1,7,1,1,3,5,2,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,40,9,9,7,9,1,1,2,0,1,3,1,NA,2002,9,0,2002,9,0,2004,9,NA,2007,6,NA,NA,NA,NA,5,NA,NA,3,229,2,NA,2,2,0,0,0,1,5,1,2,1,1,NA,1,1,1,14.8333330154419,0,1.02793872356415,1,1,2002.70837402344,2002.70837402344,31,0,2004.70837402344,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,229,1,5,0,0,0,0,1,0,12,12,12,12
23,1861177,1,0.7498,58737,NA,0.7455,58401,0.842979371547699,58511,9,0,1,2,1,NA,NA,1,NA,2,NA,1,1,40,13,11,3,11,1,3,NA,4,NA,NA,1,1,NA,70,10,72,11,73,2,73,8,1,NA,NA,3,NA,2,2,2,2,1,1,0,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,4,49,4,3,10,3,1,1,1,3,1,16,1,0,2,4,1,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,40,13,11,3,11,1,1,1,3,4,1,1,NA,2004,10,0,2006,11,0,2007,2,NA,2007,8,NA,NA,NA,NA,1,NA,NA,3,221,2,2,2,2,1,1,0,0,1,1,1,NA,NA,NA,0,0,1,10.6666669845581,NA,0.825429022312164,1,0,2004.79162597656,2006.875,36,2.0833740234375,2007.125,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,3,5,0,1,0,1,1,0,14,14,17,13
24,782115,1,0.911,71365,NA,0.9058,70958,1.02423965930939,71093,17,0,1,2,1,NA,NA,1,NA,1,NA,1,2,72,10,10,7,9,1,1,NA,1,NA,1,NA,1,NA,39,7,40,5,40,10,40,10,1,NA,NA,1,NA,2,2,2,2,0,0,0,1,0,1,2,NA,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,1,2,66,6,4,12,4,2,2,1,2,1,13,1,1,3,5,2,0,0,0,0,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,2,72,10,10,7,9,1,1,1,1,1,1,1,NA,1973,7,0,1974,5,0,1974,10,NA,1974,10,NA,NA,NA,NA,1,NA,NA,1,177,2,2,2,2,0,0,0,1,1,2,1,NA,NA,NA,0,0,1,43.1666679382324,NA,1.00291562080383,1,1,1973.54162597656,1974.375,22,0.8333740234375,1974.79162597656,0.4166259765625,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,4,1,0,0,1,2,0,13,12,13,16
25,808133,1,0.8399,65796,NA,0.8351,65420,0.944295167922974,65544,11,0,1,2,1,NA,NA,1,NA,2,NA,1,1,40,12,12,4,13,1,0,NA,1,NA,NA,1,1,NA,61,6,61,6,64,12,66,5,1,NA,NA,1,NA,2,2,2,2,1,0,0,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,5,41,3,2,12,4,1,1,1,2,1,21,1,1,4,8,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,40,12,12,4,13,1,1,1,0,1,1,1,NA,1995,6,0,1995,6,0,1998,12,NA,2000,5,NA,NA,NA,NA,1,NA,NA,1,166,2,2,2,2,1,0,0,0,1,1,1,NA,NA,NA,0,0,1,22.0833339691162,NA,0.924635529518127,1,0,1995.45837402344,1995.45837402344,19,0,1998.95837402344,3.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,3,5,0,1,0,0,1,0,16,17,16,16
27,1710975,1,NA,NA,0.4993,NA,NA,0.154723465442657,10739,7,0,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1965,14,9,7,9,1,0,NA,0,NA,5,1,71,4,71,5,72,8,NA,NA,77,6,3,NA,NA,2,2,22,3,2,2,2,2,0,0,0,1,0,3,2,3,1,NA,7,-2,1,1,-2,6,58,5,3,13,4,1,1,1,1,2,19,5,1,3,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,52,14,9,7,9,1,1,1,0,0,5,NA,1,2005,4,0,2005,5,0,2006,8,NA,NA,NA,2011,6,NA,NA,2,2,21,3,441,2,2,2,2,0,0,0,1,3,NA,2,3,1,NA,13,1,0,NA,0,0.217721730470657,3,0,2005.29162597656,2005.375,46,0.0833740234375,2006.625,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,2,NA,0,0,0,0,1,0,12,12,20,17
28,1946291,1,1.6552,129664,NA,1.6457,128920,1.86088681221008,129164,16,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,3,NA,5,1992,9,1,6,9,1,2,NA,1,NA,1,1,71,5,75,2,77,4,81,9,83,2,4,NA,NA,1,NA,NA,1,2,NA,1,2,1,0,0,0,0,1,1,NA,NA,NA,7,1,1,1,2,6,27,2,1,10,3,4,1,1,1,3,11,5,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,5,1,25,9,1,6,9,1,1,1,2,1,1,NA,1,2005,5,0,2009,2,0,2011,4,NA,2015,9,2017,2,NA,NA,1,NA,NA,1,172,2,NA,1,2,1,0,0,0,1,NA,1,NA,NA,NA,0,0,0,NA,NA,1.82214426994324,3,0,2005.375,2009.125,15,3.75,2011.29162597656,2.1666259765625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,4,NA,0,1,0,0,1,0,0,12,12,13
29,1760115,1,0.8582,67229,NA,0.8532,66838,0.964761912822723,66964,14,0,1,2,2,1,NA,1,NA,1,NA,1,1,55,9,9,5,6,2,2,NA,NA,1,1,NA,2,2,74,6,77,3,NA,NA,NA,NA,1,NA,NA,3,NA,2,NA,2,2,0,0,0,1,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,2,6,64,5,4,9,2,1,2,1,1,4,6,2,1,2,3,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,55,9,9,5,6,1,1,2,2,1,1,2,2,2008,6,0,2011,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,180,2,NA,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,0,6.33333349227905,NA,0.944676101207733,2,1,2008.45837402344,2011.20837402344,55,2.75,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,1,5,0,0,0,0,1,0,12,10,12,12
30,1535219,1,0.937,73402,NA,0.9316,72979,1.0534131526947,73118,13,0,1,2,1,NA,NA,1,NA,2,NA,1,1,35,9,9,4,9,1,3,NA,1,NA,NA,1,1,NA,66,4,66,8,67,1,74,10,1,NA,NA,1,NA,2,NA,1,2,0,0,0,1,0,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,6,32,2,2,9,2,1,1,1,4,1,7,1,1,3,6,1,0,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,35,9,9,4,9,1,1,1,3,1,1,1,NA,2000,4,0,2000,8,0,2001,1,NA,2008,10,NA,NA,NA,NA,1,NA,NA,1,348,2,NA,1,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,16.9166660308838,NA,1.03148174285889,1,0,2000.29162597656,2000.625,15,0.3333740234375,2001.04162597656,0.4166259765625,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,2,5,0,0,1,0,1,0,12,12,12,12
31,2645965,1,1.0382,81330,NA,1.0322,80860,1.16716730594635,81013,8,0,1,2,1,NA,NA,1,NA,2,NA,1,1,45,8,7,4,3,1,20,NA,1,NA,NA,1,1,NA,56,6,56,6,56,6,56,6,1,NA,NA,1,NA,2,NA,2,1,1,1,0,0,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-2,2,1,-2,1,45,4,3,8,1,1,1,0,5,3,9,1,1,1,2,2,1,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,45,8,7,4,3,1,1,1,20,1,1,1,NA,1990,6,0,1990,6,0,1990,6,NA,1990,6,NA,NA,NA,NA,1,NA,NA,1,69,2,NA,2,1,1,1,0,0,1,1,1,NA,NA,NA,0,0,1,27.0833339691162,NA,1.14286756515503,1,0,1990.45837402344,1990.45837402344,18,0,1990.45837402344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,2,5,1,0,0,0,1,0,11,5.5,12,12
